2, 8, 4, 1, 0, 3, 5, 7, 6, NORTH
2, 0, 4, 1, 8, 3, 5, 7, 6, EAST
2, 4, 0, 1, 8, 3, 5, 7, 6, SOUTH
2, 4, 3, 1, 8, 0, 5, 7, 6, WEST
2, 4, 3, 1, 0, 8, 5, 7, 6, WEST
2, 4, 3, 0, 1, 8, 5, 7, 6, WEST
2, 4, 3, 0, 1, 8, 5, 7, 6, NORTH
0, 4, 3, 2, 1, 8, 5, 7, 6, NORTH
0, 4, 3, 2, 1, 8, 5, 7, 6, EAST
4, 0, 3, 2, 1, 8, 5, 7, 6, EAST
4, 3, 0, 2, 1, 8, 5, 7, 6, EAST
4, 3, 0, 2, 1, 8, 5, 7, 6, SOUTH
4, 3, 8, 2, 1, 0, 5, 7, 6, SOUTH
4, 3, 8, 2, 1, 6, 5, 7, 0, WEST
4, 3, 8, 2, 1, 6, 5, 0, 7, WEST
4, 3, 8, 2, 1, 6, 0, 5, 7, WEST
4, 3, 8, 2, 1, 6, 0, 5, 7, SOUTH
4, 3, 8, 2, 1, 6, 0, 5, 7, EAST
4, 3, 8, 2, 1, 6, 5, 0, 7, EAST
4, 3, 8, 2, 1, 6, 5, 7, 0, EAST
1, 0, 7, 5, 6, 4, 8, 3, 2, WEST
0, 1, 7, 5, 6, 4, 8, 3, 2, EAST
1, 0, 7, 5, 6, 4, 8, 3, 2, EAST
1, 7, 0, 5, 6, 4, 8, 3, 2, WEST
1, 0, 7, 5, 6, 4, 8, 3, 2, SOUTH
1, 6, 7, 5, 0, 4, 8, 3, 2, NORTH
1, 0, 7, 5, 6, 4, 8, 3, 2, EAST
1, 7, 0, 5, 6, 4, 8, 3, 2, WEST
1, 0, 7, 5, 6, 4, 8, 3, 2, SOUTH
1, 6, 7, 5, 0, 4, 8, 3, 2, WEST
1, 6, 7, 0, 5, 4, 8, 3, 2, EAST
1, 6, 7, 5, 0, 4, 8, 3, 2, WEST
1, 6, 7, 0, 5, 4, 8, 3, 2, EAST
1, 6, 7, 5, 0, 4, 8, 3, 2, EAST
1, 6, 7, 5, 4, 0, 8, 3, 2, SOUTH
1, 6, 7, 5, 4, 2, 8, 3, 0, WEST
1, 6, 7, 5, 4, 2, 8, 0, 3, NORTH
1, 6, 7, 5, 0, 2, 8, 4, 3, EAST
1, 6, 7, 5, 2, 0, 8, 4, 3, SOUTH
1, 6, 7, 5, 2, 3, 8, 4, 0, NORTH
1, 6, 7, 5, 2, 0, 8, 4, 3, NORTH
1, 6, 0, 5, 2, 7, 8, 4, 3, WEST
1, 0, 6, 5, 2, 7, 8, 4, 3, SOUTH
1, 2, 6, 5, 0, 7, 8, 4, 3, SOUTH
1, 2, 6, 5, 4, 7, 8, 0, 3, EAST
1, 2, 6, 5, 4, 7, 8, 3, 0, NORTH
1, 2, 6, 5, 4, 0, 8, 3, 7, WEST
1, 2, 6, 5, 0, 4, 8, 3, 7, SOUTH
1, 2, 6, 5, 3, 4, 8, 0, 7, EAST
1, 2, 6, 5, 3, 4, 8, 7, 0, NORTH
1, 2, 6, 5, 3, 0, 8, 7, 4, NORTH
1, 2, 0, 5, 3, 6, 8, 7, 4, WEST
1, 0, 2, 5, 3, 6, 8, 7, 4, SOUTH
1, 3, 2, 5, 0, 6, 8, 7, 4, EAST
1, 3, 2, 5, 6, 0, 8, 7, 4, NORTH
1, 3, 0, 5, 6, 2, 8, 7, 4, EAST
1, 3, 0, 5, 6, 2, 8, 7, 4, SOUTH
1, 3, 2, 5, 6, 0, 8, 7, 4, EAST
